,card_materials,card_patterns,card_bitpoints,card_drift,card_mana,card_ingot,dragon_allhorns,dragon_wings,dragon_eye_colors,dragon_gatget,dragon_skin_texture
300,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
301,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
302,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
303,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
304,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
305,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
306,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
307,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
308,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
309,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
310,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
311,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
312,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
313,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
314,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
315,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
316,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
317,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
318,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
319,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
320,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
321,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
322,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
323,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
324,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
325,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
326,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
327,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
328,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
329,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
330,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
331,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
332,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
333,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
334,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
335,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
336,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
337,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
338,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
339,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
340,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
341,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
342,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
343,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
344,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
345,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
346,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
347,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
348,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
349,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
350,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
351,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
352,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
353,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
354,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
355,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
356,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
357,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
358,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
359,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
360,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
361,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
362,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
363,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
364,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
365,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
366,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
367,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
368,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
369,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
370,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
371,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
372,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
373,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
374,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
375,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
376,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
377,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
378,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
379,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
380,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
381,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
382,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
383,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
384,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
385,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
386,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
387,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
388,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
389,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
390,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
391,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
392,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
393,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
394,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
395,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
396,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
397,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
398,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
399,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
400,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
401,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
402,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
403,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
404,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
405,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
406,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
407,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
408,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
409,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
410,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
411,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
412,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
413,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
414,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
415,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
416,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
417,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
418,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
419,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
420,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
421,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
422,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
423,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
424,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
425,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
426,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
427,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
428,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
429,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
430,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
431,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
432,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
433,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
434,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
435,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
436,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
437,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
438,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
439,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
440,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
441,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
442,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
443,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
444,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
445,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
446,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
447,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
448,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
449,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
450,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
451,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
452,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
453,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
454,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
455,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
456,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
457,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
458,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
459,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
460,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
461,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
462,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
463,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
464,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
465,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
466,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
467,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
468,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
469,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
470,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
471,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
472,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
473,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
474,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
475,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
476,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
477,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
478,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
479,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
480,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
481,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
482,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
483,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
484,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
485,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
486,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
487,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
488,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
489,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
490,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
491,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
492,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
493,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
494,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
495,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
496,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
497,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
498,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
499,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
500,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
501,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
502,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
503,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
504,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
505,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
506,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
507,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
508,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
509,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
510,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
511,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
512,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
513,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
514,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
515,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
516,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
517,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
518,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
519,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
520,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
521,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
522,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
523,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
524,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
525,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
526,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
527,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
528,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
529,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
530,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
531,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
532,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
533,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
534,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
535,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
536,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
537,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
538,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
539,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
540,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
541,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
542,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
543,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
544,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
545,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
546,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
547,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
548,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
549,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
550,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
551,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
552,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
553,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
554,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
555,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
556,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
557,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
558,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
559,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
560,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
561,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
562,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
563,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
564,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
565,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
566,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
567,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
568,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
569,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
570,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
571,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
572,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
573,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
574,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
575,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
576,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
577,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
578,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
579,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
580,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
581,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
582,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
583,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
584,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
585,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
586,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
587,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
588,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
589,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
590,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
591,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
592,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
593,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
594,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
595,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
596,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
597,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
598,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
599,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
600,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
